start_point,end_point,time_of_day,day_of_week,traffic_condition,event_count,is_holiday,vehicle_density,population_density,weather,public_transport_availability,historical_delay_factor,travel_time
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),morning,Wednesday,,7,0,,low,,2,1.083703878382782,28.51493896181718
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),day,Tuesday,9.0,7,1,medium,low,storm,2,1.163463838393808,21.930171552586383
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),evening,Thursday,9.0,9,0,,high,rain,1,1.0217039840755002,54.33686690586992
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),evening,Friday,9.0,8,0,low,low,storm,0,1.2151954072643092,28.429034970987708
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),day,Thursday,,7,0,low,medium,fog,0,1.1767251789697282,19.56660043370639
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),morning,Friday,9.0,8,0,high,medium,fog,2,0.8685153196885895,30.4233967402687
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),evening,Monday,,8,1,low,,,2,1.2114341841449852,40.864910140346915
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),evening,Friday,9.0,7,1,,,fog,1,1.1323352292468494,43.81279589962661
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),night,Monday,10.0,7,0,,high,,1,1.138526336206181,18.26402757559494
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),morning,Thursday,9.0,9,0,medium,,fog,1,0.9736325797554959,42.3763335827178
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),morning,Tuesday,9.0,8,0,medium,medium,fog,1,1.1717934711058453,22.537953136437487
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),evening,Tuesday,,9,0,high,,,2,0.7605119369483309,25.491079225962572
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),evening,Wednesday,5.0,9,0,low,high,,2,0.826863938358321,62.365070279805714
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),evening,Saturday,10.0,8,1,medium,high,fog,2,1.2291770356117233,35.605148123158116
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),evening,Wednesday,10.0,8,0,,high,rain,2,1.232024783868434,16.495951794992614
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),day,Monday,5.0,8,1,high,low,,2,1.0988311208776882,19.81007276053178
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),night,Monday,5.0,7,1,medium,medium,storm,1,0.9404721097876867,38.20325121626794
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),night,Sunday,9.0,7,1,high,,clear,2,0.9701193356973793,24.872880733987515
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),night,Tuesday,9.0,9,0,low,low,storm,2,1.0099648545371027,32.588658718397966
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),night,Sunday,9.0,9,1,,,fog,2,0.9263030767534532,24.33201222699447
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),night,Tuesday,10.0,9,1,medium,,clear,2,0.8015299828248517,34.962760953121986
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),evening,Sunday,5.0,8,1,,low,,2,0.8814227118606865,22.268551424234168
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),day,Saturday,10.0,9,0,low,medium,clear,2,0.7513817141381306,41.46820555384311
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),night,Friday,9.0,7,1,medium,medium,rain,2,0.8278070099006332,32.8406052520766
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),morning,Saturday,10.0,9,0,medium,low,,0,0.7738228811345311,19.356064928466562
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),morning,Friday,,8,0,low,,fog,2,1.1796984610232246,16.585177732812337
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),morning,Saturday,,7,1,,medium,fog,1,0.7908537261775987,27.587590581940564
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),night,Tuesday,10.0,9,0,medium,high,clear,2,0.7773591853869335,29.65981348725499
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),night,Tuesday,5.0,8,0,,medium,storm,1,1.1768345057081107,12.306331777615155
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),day,Tuesday,,8,1,low,high,,2,1.0127377134890438,57.447667054448836
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),night,Friday,5.0,7,1,,low,,2,0.8065611689788229,14.660125586607194
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),morning,Tuesday,10.0,8,1,,,rain,2,0.7721633977228294,59.57769287027179
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),day,Saturday,10.0,8,1,low,medium,storm,1,0.9081860356702216,43.94082792074721
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),evening,Saturday,9.0,7,0,medium,medium,storm,2,1.1892618476998242,49.86975202386149
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),day,Monday,10.0,9,0,,medium,clear,2,0.818660105850644,14.135187401499515
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),evening,Friday,,7,1,,low,clear,0,0.9648980087412187,27.77404537160845
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),night,Tuesday,,8,1,,medium,,0,1.2478392722198255,9.725948472265923
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),night,Tuesday,,7,0,,low,,2,0.8617087484175712,30.269080300737947
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),morning,Thursday,,7,0,low,medium,,2,1.041951955669639,63.15681140659693
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),night,Monday,10.0,7,0,high,,clear,1,1.1041171346472898,10.716238269516628
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),night,Wednesday,5.0,7,1,,medium,rain,2,0.9710041450724942,13.762776903560356
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),morning,Saturday,,7,0,medium,,clear,2,0.9938233294697738,28.974685355605878
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),evening,Friday,,8,1,,medium,storm,2,0.9214962455745568,42.91210650373293
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),day,Thursday,,8,1,low,medium,clear,1,1.0516828023967322,25.314103827601766
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),morning,Sunday,,8,0,,,storm,2,0.7846089248416369,28.618938924703773
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),night,Saturday,,9,0,,medium,fog,1,0.8373412505023438,16.23340632849482
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),morning,Friday,10.0,9,1,,medium,storm,2,0.8471031077993159,49.24295218501487
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),morning,Monday,,9,1,medium,,,1,0.8599814701691328,26.667459051336717
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),evening,Monday,9.0,7,0,,,,1,1.1414786640361132,18.849154348847424
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),day,Sunday,9.0,8,0,,medium,,1,1.052713201296886,17.716374876870596
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),night,Sunday,10.0,8,1,medium,,storm,2,0.9492933202690421,23.32702570399141
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),day,Saturday,5.0,7,0,low,,,2,1.161375115806213,15.716995717774374
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),night,Saturday,,9,1,medium,medium,,2,1.1926970582580578,16.189278256932816
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),day,Wednesday,5.0,9,0,medium,,rain,2,1.232254641594228,21.067721992183607
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),morning,Friday,9.0,9,0,,low,,2,0.832800636367125,33.76453434564995
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),morning,Monday,10.0,9,0,low,,,1,0.7543525598236032,43.85606099396441
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),night,Sunday,5.0,8,0,medium,,storm,2,1.0861955199187705,25.01308770982304
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),night,Monday,9.0,8,0,low,,rain,2,1.0547949519434079,43.611019244145055
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),evening,Tuesday,,9,0,medium,,,2,1.104124884521905,23.360267186962194
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),evening,Monday,9.0,48,0,,low,,1,0.9547499158542343,30.192191334283947
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),night,Monday,9.0,8,0,medium,low,storm,2,0.9101284401829339,15.738106504162925
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),night,Saturday,,9,0,,,,2,1.2011978933133929,15.395168328040734
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),morning,Tuesday,10.0,8,1,,medium,,1,0.7559926960224836,16.080238541666905
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),evening,Friday,7.0,8,0,,medium,,1,1.1886741311716467,39.802293502555486
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),evening,Sunday,,8,1,high,medium,rain,1,1.0000598490286194,22.507899981255534
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),morning,Monday,9.0,8,0,medium,low,,2,1.0482781592591048,45.614754506960956
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),night,Wednesday,10.0,8,0,low,high,rain,1,1.1681174877166771,37.43496113407883
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),night,Friday,10.0,7,0,medium,low,rain,2,0.9932287884374805,12.890813329505088
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),night,Monday,9.0,7,1,,,,2,1.0005371313284277,40.306008957729176
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),morning,Thursday,9.0,8,0,low,medium,storm,2,1.1777758481096092,16.070484852842167
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),night,Thursday,,7,0,,,fog,2,0.80352772119205,16.539354689626087
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),night,Monday,9.0,7,1,low,,clear,2,1.22108355654085,54.87086842781147
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),morning,Wednesday,,7,1,low,medium,storm,1,0.8002264986668052,26.837285139976114
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),evening,Friday,10.0,9,0,low,,rain,2,0.7917286338889689,75.98186298403351
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),evening,Monday,,48,1,low,,fog,2,1.1188745456426936,39.67084810967434
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),evening,Friday,9.0,8,0,low,,fog,1,0.7876357809756482,33.42011446870748
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),morning,Thursday,9.0,7,1,,low,rain,1,1.031812431797721,41.20826549504469
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),day,Tuesday,,7,0,,,storm,2,0.8713650155575543,29.860317274081094
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),evening,Wednesday,10.0,9,1,medium,high,clear,2,0.8070892357735562,16.85294944544538
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),night,Friday,5.0,9,1,,low,rain,2,1.1090591624337467,19.03384222929358
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),day,Monday,,9,0,high,high,clear,2,1.1838987318269838,35.953953198919265
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),day,Saturday,9.0,9,1,low,medium,,2,0.7804433206062882,14.665306761455568
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),evening,Friday,,8,1,high,,,2,0.9684130690376505,42.85879948021093
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),day,Sunday,,7,0,medium,low,clear,0,1.2451028465800138,20.6387997859012
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),night,Wednesday,,9,0,medium,,storm,1,0.997934010949241,33.080856556692666
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),evening,Tuesday,5.0,7,1,,medium,clear,2,0.9369350330668906,20.66096389194355
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),morning,Tuesday,,8,0,,,fog,0,1.2016116727844985,19.047416488402433
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),evening,Sunday,9.0,8,1,medium,medium,storm,2,1.06348821113997,50.30406050452662
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),evening,Wednesday,9.0,7,1,,medium,fog,0,1.0524005744688485,20.4155895818951
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),night,Monday,5.0,9,1,,high,storm,0,1.159764365962646,11.26635625918014
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),evening,Tuesday,,9,1,medium,,clear,1,1.202557192605448,24.835136709757336
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),night,Wednesday,,7,0,,,clear,0,0.9769732568404365,15.794943103072308
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),day,Monday,,8,1,high,,rain,1,0.9162883153079981,20.126351530941392
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),night,Monday,,8,0,,low,fog,2,0.9008829476754627,19.659030209460756
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),night,Thursday,,8,1,,,,1,0.8608024201495016,13.880809537031555
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),night,Friday,9.0,9,0,low,,,0,0.7845575624661902,16.042342164208947
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),night,Friday,10.0,8,1,medium,low,,2,0.7997959116195407,14.81019733720312
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),evening,Saturday,9.0,8,1,,,,2,1.1221068378448504,23.33307831067128
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),night,Wednesday,10.0,9,1,,medium,clear,1,1.0576908505068774,20.669644376984948
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),morning,Tuesday,,8,0,,medium,,1,1.07365798801781,42.57542081209745
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),day,Monday,,7,0,medium,medium,rain,1,0.9896502717975246,34.5993334773113
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),morning,Thursday,9.0,7,0,,medium,rain,1,1.2573459449376687,31.208670949666164
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),day,Saturday,,7,0,,low,,2,1.1792463364629466,33.5033559010186
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),day,Tuesday,9.0,7,1,high,medium,storm,2,1.0520782865069906,19.814450434973452
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),night,Thursday,,9,0,low,low,clear,2,0.8689010792054102,26.079008989098757
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),morning,Saturday,9.0,9,1,,medium,fog,0,1.0736425973765698,21.964417355107976
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),day,Sunday,,7,0,high,low,fog,2,1.030420875170238,21.52540881253478
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),evening,Wednesday,5.0,9,0,medium,,rain,2,1.0311806136139416,21.966503774162756
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),night,Saturday,10.0,8,0,,medium,storm,1,0.8539468425233969,37.59259961489459
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),evening,Sunday,10.0,9,1,medium,medium,storm,2,1.0205189865643893,35.76723979352307
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),day,Tuesday,9.0,8,0,medium,medium,clear,2,0.7629260478224891,25.542630356460382
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),evening,Monday,5.0,9,1,medium,medium,,2,1.193957305405086,34.39271546393927
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),night,Wednesday,9.0,8,1,,medium,fog,1,0.7912583474989334,23.88828270746835
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),day,Monday,5.0,9,1,medium,low,clear,2,1.0062630434171598,37.32189166623804
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),day,Tuesday,,7,0,low,high,,2,1.110331578915857,37.12360941725639
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),morning,Wednesday,,7,0,medium,medium,,2,0.8999054292525557,27.368548991338727
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),day,Wednesday,,9,0,low,high,,2,0.9621492210003046,10.982841746582151
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),evening,Sunday,,8,1,,medium,clear,1,1.2418118519047598,36.48418248192377
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),evening,Friday,,9,0,low,low,storm,1,0.9155178650507805,61.43411335876063
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),morning,Friday,,9,1,,low,fog,2,1.149009065437594,21.844955025794796
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),morning,Thursday,9.0,9,1,medium,medium,,0,1.1360187678656566,15.352899926240546
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),day,Thursday,5.0,8,1,,low,storm,1,0.9099498878848238,17.1914462949363
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),morning,Thursday,,9,0,medium,low,fog,1,1.1356908576479146,29.8314579273508
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),morning,Saturday,9.0,9,1,medium,,,2,1.0607907235931429,66.90663329676829
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),evening,Thursday,10.0,9,0,low,medium,,2,0.9907154854132771,17.377233383476415
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),night,Friday,,8,1,low,,fog,1,1.081866329551148,38.82703084705459
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),day,Thursday,5.0,9,1,,,,1,1.110344460794009,17.23647952111336
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),morning,Sunday,,8,0,low,high,,2,1.3726900177359305,59.80647920975643
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),day,Tuesday,9.0,7,1,high,low,clear,2,1.0683211832850452,35.05401476535498
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),evening,Tuesday,,7,1,high,,rain,2,0.9732311123486053,26.32015264614565
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),night,Saturday,,9,1,,medium,,2,0.9450690780485975,35.68248792650324
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),evening,Sunday,9.0,7,0,medium,,,2,0.9077884462947092,22.829251484745352
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),night,Tuesday,7.0,9,1,medium,,rain,2,1.1084922329314812,36.10273961033329
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),night,Wednesday,,8,0,,low,fog,2,0.9233333677172064,29.04438089406541
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),night,Sunday,,7,0,medium,,,2,0.9854774033418718,33.12213141180279
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),evening,Saturday,5.0,7,1,low,,storm,1,0.8847907306056109,37.45224255099496
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),morning,Thursday,10.0,8,0,low,medium,fog,1,1.2176956449590552,31.674182081173555
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),night,Thursday,,8,1,medium,medium,storm,1,1.1498505401589245,22.487668283722513
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),night,Saturday,9.0,9,1,,low,fog,2,0.9123027553800862,16.37514776792835
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),evening,Tuesday,10.0,8,0,,medium,clear,2,0.9111156586314559,59.71549316054894
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),morning,Friday,,7,0,low,low,,1,0.8907243437784115,53.822891118933754
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),morning,Monday,9.0,8,0,,,clear,2,1.0729697534663356,26.42289173905601
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),night,Tuesday,9.0,7,1,,medium,storm,2,1.062844954190806,16.48457798781626
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),day,Monday,9.0,7,0,medium,,storm,1,1.1779252675440741,11.51509184163275
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),evening,Wednesday,5.0,9,1,,high,storm,2,1.1216515484190612,40.837410354696125
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),day,Friday,,8,1,,,clear,1,0.861865068665178,29.174452744138076
